transaction_id,customer_id,amount,transaction_type,is_fraud,timestamp
228,159,166.47,payment,False,2022-11-11
229,388,2372.23,deposit,False,2025-04-23
230,378,1126.24,payment,False,2025-09-30
231,212,2325.36,payment,False,2024-07-21
232,136,2198.26,withdrawal,False,2023-12-28
233,283,2071.7,transfer,False,2025-09-30
234,164,1471.18,payment,False,2025-09-30
235,137,254.79,payment,False,2024-05-27
236,171,810.45,deposit,False,2023-12-10
237,152,1509.36,payment,False,2024-12-13
238,165,34.63,payment,False,2023-03-19
239,297,107.53,payment,False,2025-09-30
240,104,1694.48,payment,False,2024-04-08
241,222,2220.62,deposit,False,2023-09-26
242,282,2138.05,transfer,False,2025-09-30
243,388,421.2,payment,False,2025-09-30
244,372,2278.17,payment,False,2025-09-30
245,129,1741.06,payment,False,2024-02-19
246,404,1791.1,payment,False,2025-05-20
247,220,760.8,payment,False,2025-09-16
248,173,1790.28,withdrawal,False,2023-08-05
249,472,1774.72,payment,False,2024-06-05
250,348,1487.07,withdrawal,False,2024-05-27
251,476,893.86,transfer,False,2023-05-16
252,453,2027.73,deposit,False,2025-09-30
253,96,2343.86,payment,False,2025-09-30
254,52,2174.85,payment,False,2024-07-21
255,94,608.21,payment,False,2025-09-30
256,64,1114.74,deposit,False,2024-03-01
257,21,856.69,transfer,False,2025-01-17
258,106,1768.99,deposit,False,2025-09-30
259,336,2078.89,payment,False,2022-03-24
260,200,540.27,payment,False,2022-09-05
261,332,2368.24,transfer,False,2024-04-08
262,352,1693.65,deposit,False,2025-09-18
263,281,546.9,deposit,True,2024-06-16
264,451,928.37,payment,False,2023-12-02
265,282,262.41,payment,False,2025-01-10
266,100,1493.08,payment,False,2025-04-17
267,337,423.81,transfer,False,2025-09-30
268,27,1733.03,transfer,False,2024-09-12
269,245,1843.38,payment,False,2025-09-30
270,436,1198.86,withdrawal,False,2025-06-20
271,63,235.45,payment,False,2023-09-18
272,342,1527.57,payment,False,2024-05-18
273,374,931.14,payment,False,2025-02-03
274,429,2374.17,payment,False,2025-02-16
275,442,1283.5,payment,False,2024-11-30
276,38,181.59,payment,False,2024-06-15
277,419,1590.49,deposit,False,2022-11-16
278,302,1948.6,payment,False,2024-11-15
279,127,402.1,deposit,False,2025-09-30
280,71,1123.19,payment,False,2025-09-09
281,387,1858.25,deposit,False,2023-09-21
282,134,52.21,transfer,False,2022-08-15
283,253,73.4,payment,False,2025-03-24
284,13,1692.6,payment,False,2025-09-30
285,174,1813.09,payment,False,2022-08-04
286,463,2114.83,payment,False,2023-04-30
287,90,999.6,payment,False,2024-09-24
288,368,975.05,payment,False,2025-01-19
289,289,1381.37,deposit,False,2025-09-30
290,207,1893.56,payment,False,2025-09-30
291,62,1602.84,payment,False,2023-04-22
292,319,818.98,payment,False,2025-08-15
293,312,867.02,payment,False,2024-05-06
294,39,1907.75,withdrawal,False,2025-09-30
295,60,1337.08,payment,False,2024-01-10
296,105,245.84,transfer,False,2023-05-24
297,239,383.33,payment,False,2024-01-17
298,462,2128.12,payment,False,2024-04-30
299,127,2497.01,payment,False,2025-09-30
300,83,839.87,payment,False,2023-10-27
301,220,967.37,deposit,False,2025-09-30
302,408,387.07,transfer,False,2023-11-15
303,434,590.05,payment,False,2024-09-24
304,105,1062.15,deposit,False,2022-09-26
305,417,711.69,payment,False,2025-08-30
306,460,1753.86,payment,False,2024-02-14
307,74,1345.09,payment,False,2025-09-30
308,135,2055.92,transfer,False,2024-04-02
309,430,1811.59,payment,False,2023-06-19
310,378,321.12,payment,False,2025-09-30
311,62,309.35,payment,False,2023-05-14
312,1,2239.23,deposit,False,2023-10-22
313,79,2048.96,withdrawal,False,2025-09-30
314,374,1170.33,payment,False,2024-04-14
315,65,326.78,transfer,False,2025-07-13
316,429,2246.54,transfer,False,2024-08-18
317,468,577.52,deposit,False,2025-03-15
318,183,89.8,deposit,False,2023-10-14
319,66,2310.67,deposit,False,2025-05-12
320,323,2022.53,payment,False,2025-07-06
321,356,1734.01,payment,False,2024-09-30
322,208,86.04,payment,False,2025-09-30
323,54,1321.55,transfer,False,2025-09-30
324,221,1634.44,deposit,False,2025-09-30
325,236,1898.61,payment,False,2023-06-13
326,377,1178.21,payment,False,2023-12-24
327,100,2383.42,deposit,False,2024-10-22
328,447,612.71,withdrawal,False,2024-10-19
329,438,175.27,payment,False,2025-02-25
330,492,832.58,payment,False,2024-08-31
331,103,1654.85,payment,False,2024-07-11
332,436,1843.16,transfer,False,2025-09-30
333,182,1846.5,deposit,False,2025-09-30
334,451,277.57,transfer,False,2024-03-20
335,421,2212.84,payment,False,2025-09-30
336,108,702.8,deposit,False,2025-07-23
337,12,525.57,payment,False,2024-02-28
338,443,1536.53,payment,False,2025-09-29
339,404,530.41,payment,False,2025-06-06
340,343,1270.59,transfer,False,2024-05-03
341,86,1018.17,withdrawal,False,2025-09-30
342,288,580.85,payment,False,2025-09-22
343,327,730.86,transfer,False,2025-09-30
344,214,1069.09,payment,False,2025-09-16
345,44,866.05,deposit,False,2025-09-30
346,322,954.56,deposit,False,2024-08-26
347,78,1838.85,withdrawal,False,2023-09-08
348,55,421.78,withdrawal,False,2024-09-23
349,272,1569.42,payment,False,2023-11-21
350,344,1695.72,transfer,False,2025-09-30
351,71,2005.42,payment,False,2025-09-30
352,68,2118.47,payment,False,2025-05-17
353,180,397.51,payment,False,2024-07-01
354,380,346.51,payment,False,2022-09-17
355,421,1537.31,payment,False,2025-09-30
356,174,1892.53,deposit,False,2023-03-06
357,169,681.54,payment,False,2025-09-30
358,389,1315.09,payment,False,2023-03-01
359,450,1930.83,withdrawal,False,2023-04-20
360,261,1918.99,deposit,False,2024-07-31
361,447,1634.9,payment,False,2024-10-15
362,125,197.89,withdrawal,False,2025-09-30
363,131,127.56,payment,False,2025-05-18
364,234,971.72,payment,False,2025-09-30
365,392,67.69,payment,False,2022-03-17
366,154,2260.46,deposit,False,2022-05-14
367,330,51.34,payment,False,2025-09-30
368,125,75.0,payment,False,2025-09-30
369,354,414.15,withdrawal,True,2025-09-30
370,494,1567.91,withdrawal,False,2024-12-09
371,379,1354.34,payment,False,2025-09-30
372,100,1649.06,payment,False,2025-03-13
373,53,2233.99,withdrawal,False,2025-09-30
374,332,1137.91,deposit,False,2025-07-09
375,468,110.65,payment,False,2025-04-03
376,128,1908.98,payment,False,2025-04-27
377,413,2030.1,withdrawal,False,2025-09-09
378,14,125.67,deposit,False,2025-09-30
379,496,607.88,deposit,False,2025-09-30
380,5,1926.72,withdrawal,False,2022-11-19
381,250,941.01,payment,False,2023-09-07
382,368,1182.16,withdrawal,False,2024-03-08
383,27,2058.12,payment,False,2024-11-25
384,125,237.45,payment,False,2025-09-30
385,452,1693.53,transfer,False,2024-08-13
386,29,538.25,transfer,False,2024-12-13
387,3,157.57,withdrawal,False,2023-01-23
388,481,1656.58,payment,False,2025-09-30
389,414,304.41,withdrawal,False,2025-02-16
390,228,1867.77,withdrawal,False,2024-01-24
391,137,507.56,payment,False,2023-12-04
392,257,122.23,withdrawal,False,2023-09-22
393,240,249.14,payment,False,2023-02-08
394,279,2103.33,payment,False,2023-02-14
395,323,928.05,deposit,False,2025-09-30
396,160,756.36,transfer,False,2022-11-28
397,472,1228.51,deposit,False,2022-12-11
398,6,1582.7,withdrawal,False,2025-06-22
399,461,93.72,payment,False,2023-02-01
400,305,2245.57,payment,False,2022-12-18
401,143,2396.24,payment,False,2025-09-30
402,442,1043.85,withdrawal,False,2024-12-23
403,181,1032.16,payment,False,2024-08-13
404,30,2196.52,payment,False,2025-06-18
405,460,1073.85,transfer,False,2023-11-04
406,253,2140.62,payment,False,2025-03-12
407,40,71.81,payment,False,2025-09-30
408,187,1224.64,payment,False,2025-06-26
409,319,2381.12,payment,False,2025-06-01
410,304,632.76,payment,False,2025-03-17
411,227,666.12,withdrawal,False,2023-06-18
412,220,1575.68,payment,False,2025-09-30
413,380,2315.55,deposit,False,2022-11-10
414,324,497.66,payment,False,2023-12-08
415,391,2304.21,payment,False,2025-09-30
416,431,1657.85,withdrawal,False,2025-03-28
417,43,2482.63,payment,False,2025-09-30
418,144,1841.41,payment,False,2023-12-14
419,278,1669.83,payment,False,2025-09-30
420,319,2037.44,payment,False,2023-11-23
421,174,438.68,deposit,False,2023-01-14
422,247,2365.02,payment,False,2025-09-04
423,173,414.82,payment,False,2024-10-27
424,41,65.15,payment,False,2024-05-31
425,409,1744.94,payment,False,2025-07-20
426,50,462.3,payment,False,2024-10-08
427,323,1897.12,payment,False,2025-09-30
428,180,1987.8,payment,False,2023-12-17
429,342,592.51,payment,False,2024-05-18
430,159,217.71,payment,False,2022-11-12
431,37,1252.55,payment,False,2025-05-08
432,406,2225.66,withdrawal,False,2023-02-04
433,27,2118.38,payment,False,2025-02-07
434,376,293.59,payment,False,2023-01-09
435,386,2411.99,payment,False,2024-08-27
436,256,660.61,transfer,False,2025-09-30
437,278,874.13,deposit,False,2025-09-30
438,249,373.48,deposit,False,2023-02-26
439,181,945.13,payment,False,2024-09-19
440,17,1589.47,payment,False,2025-09-30
441,368,1265.69,withdrawal,False,2024-08-11
442,125,2069.02,payment,False,2025-09-30
443,312,1603.61,payment,False,2025-01-02
444,212,659.6,payment,False,2024-06-21
445,472,1394.04,payment,False,2023-09-15
446,237,161.41,payment,False,2022-10-11
447,415,1452.4,payment,False,2024-05-04
448,500,974.77,withdrawal,False,2025-05-12
449,299,246.9,payment,False,2024-09-24
450,200,769.35,payment,False,2023-11-16
451,377,2245.32,withdrawal,False,2022-09-25
452,181,1465.51,payment,False,2025-05-19
453,389,2258.26,withdrawal,False,2023-12-10
454,130,1027.6,deposit,False,2025-09-30
455,121,2447.29,payment,False,2025-09-30
456,187,900.69,payment,False,2025-09-30
457,388,1892.25,withdrawal,False,2025-09-30
458,227,764.2,payment,False,2023-09-19
459,162,265.87,payment,False,2025-09-30
460,451,2082.81,payment,False,2024-06-15
461,112,1906.69,deposit,False,2024-05-11
462,468,2051.75,transfer,False,2024-04-04
463,457,749.94,payment,False,2025-09-30
464,134,1759.45,payment,False,2022-08-10
465,186,550.59,payment,False,2023-04-30
466,175,29.27,payment,False,2025-06-22
467,261,2166.36,payment,False,2024-07-12
468,317,1309.29,payment,False,2023-08-22
469,489,2459.15,withdrawal,False,2025-05-22
470,312,963.2,payment,False,2025-06-21
471,358,2392.23,transfer,False,2025-04-13
472,419,1538.03,payment,False,2022-07-02
473,375,1281.0,payment,False,2024-10-28
474,479,757.72,deposit,False,2023-02-21
475,269,2063.37,payment,False,2024-05-30
476,282,2072.16,payment,False,2025-07-27
477,470,1042.91,payment,False,2024-10-31
478,224,1818.51,transfer,False,2025-09-30
479,252,1118.65,payment,False,2023-12-14
480,64,1849.41,payment,False,2023-07-14
481,463,2485.48,deposit,False,2023-09-15
482,395,656.98,payment,False,2025-09-30
483,318,1585.5,payment,False,2024-04-09
484,464,950.32,payment,False,2022-11-11
485,431,1371.38,payment,False,2025-08-17
486,124,2185.49,payment,False,2024-05-04
487,70,869.59,payment,False,2025-07-22
488,238,181.9,payment,False,2024-06-01
489,75,1997.54,withdrawal,False,2023-10-25
490,442,1388.01,payment,False,2024-07-07
491,500,1124.05,payment,False,2025-09-02
492,10,459.15,transfer,False,2023-06-13
493,400,233.04,payment,False,2023-04-10
494,268,697.56,payment,False,2024-08-24
495,455,1797.54,deposit,False,2025-09-30
496,487,1030.02,deposit,False,2025-09-30
497,475,1426.0,payment,False,2023-09-09
498,88,206.03,withdrawal,False,2024-09-15
499,50,308.98,withdrawal,False,2025-09-30
500,143,29.25,withdrawal,False,2025-02-16
501,59,1683.54,deposit,False,2024-08-03
502,454,661.87,withdrawal,False,2025-01-27
503,318,2417.35,transfer,False,2023-05-16
504,211,771.83,deposit,False,2025-09-30
505,72,909.68,payment,False,2023-02-16
506,244,1174.26,transfer,False,2024-08-31
507,239,798.53,payment,False,2023-07-10
508,190,2043.79,withdrawal,False,2025-09-30
509,484,2190.64,deposit,False,2024-01-01
510,50,28.58,payment,False,2025-09-05
511,205,1637.0,payment,False,2023-12-15
512,54,1715.53,transfer,False,2025-09-30
513,310,2403.6,payment,False,2022-11-07
514,481,926.63,payment,False,2025-09-30
515,224,489.0,payment,False,2025-09-30
516,156,1301.93,payment,False,2025-03-06
517,360,1119.44,deposit,False,2025-09-30
518,51,1979.54,payment,False,2025-09-30
519,241,2260.03,transfer,False,2023-02-08
520,330,217.68,transfer,False,2025-09-30
521,161,2116.6,withdrawal,False,2024-02-25
522,129,2272.52,withdrawal,False,2024-12-21
523,85,2310.42,payment,False,2025-04-24
524,69,1911.01,payment,False,2025-09-30
525,385,1855.46,payment,False,2024-01-07
526,373,38.23,deposit,False,2025-09-30
527,55,2300.56,payment,False,2024-10-05
528,85,879.41,deposit,False,2024-10-12
529,345,103.76,payment,False,2025-09-30
530,468,1033.04,payment,False,2024-07-27
531,429,1832.4,payment,False,2024-09-11
532,329,1105.45,payment,False,2023-11-02
533,80,1895.27,deposit,False,2023-09-07
534,220,1274.01,withdrawal,False,2025-09-30
535,424,749.27,deposit,False,2025-09-30
536,110,508.08,deposit,False,2025-05-21
537,253,1053.34,payment,False,2025-02-26
538,497,90.47,payment,False,2025-07-29
539,317,1056.94,payment,False,2023-06-09
540,164,172.48,payment,False,2024-09-08
541,103,2192.63,payment,False,2023-06-20
542,113,1439.13,payment,False,2025-09-30
543,252,1615.46,deposit,False,2024-03-18
544,152,722.87,payment,False,2024-12-17
545,336,565.33,payment,False,2023-07-17
546,398,1770.06,payment,False,2025-06-15
547,368,1679.24,payment,False,2024-03-05
548,251,307.57,payment,False,2023-09-11
549,354,597.36,payment,False,2025-09-30
550,88,2366.49,transfer,False,2025-09-30
551,495,761.14,payment,False,2025-03-03
552,459,65.55,deposit,False,2025-05-01
553,493,160.39,withdrawal,False,2022-03-15
554,100,1938.96,payment,False,2024-10-02
555,120,1893.13,transfer,False,2024-07-22
556,385,955.19,payment,False,2023-07-04
557,303,383.85,payment,False,2025-09-30
558,204,1245.76,payment,False,2025-06-18
559,149,830.39,deposit,False,2025-09-30
560,201,935.55,payment,False,2024-04-12
561,295,653.2,payment,False,2025-09-30
562,3,158.08,payment,False,2024-02-27
563,400,1978.11,withdrawal,False,2023-08-08
564,68,1545.93,payment,False,2024-08-20
565,154,2086.75,payment,False,2022-04-07
566,494,1258.5,payment,False,2024-01-22
567,182,2462.48,payment,False,2025-09-30
568,13,2406.35,withdrawal,False,2025-09-30
569,189,680.19,payment,False,2025-09-30
570,20,968.06,deposit,False,2024-08-10
571,339,1882.02,withdrawal,False,2025-09-30
572,283,1941.73,payment,False,2025-09-30
573,386,2276.84,payment,False,2025-02-07
574,10,1631.93,transfer,False,2023-07-29
575,188,1188.33,payment,False,2023-07-04
576,345,944.75,payment,False,2025-09-30
577,19,1048.53,withdrawal,False,2022-09-17
578,143,2126.16,payment,False,2025-02-13
579,103,2450.04,withdrawal,False,2024-10-13
580,303,130.72,withdrawal,False,2025-06-15
581,241,1451.03,payment,False,2023-02-21
582,152,1300.61,payment,False,2025-08-01
583,272,940.98,transfer,False,2024-06-16
584,337,2129.09,payment,False,2025-06-22
585,188,1439.78,payment,False,2023-04-02
586,464,783.48,deposit,False,2024-04-11
587,210,1110.82,payment,False,2025-09-30
588,177,892.65,transfer,False,2024-06-19
589,388,1075.78,payment,False,2025-09-30
590,194,179.09,payment,False,2023-11-23
591,177,280.68,payment,False,2025-03-12
592,369,1559.61,deposit,False,2022-09-12
593,415,1710.49,transfer,False,2024-10-25
594,66,1591.91,payment,False,2024-12-31
595,310,1907.93,payment,False,2022-06-18
596,2,2358.89,payment,False,2025-09-30
597,317,2151.69,payment,False,2024-10-23
598,271,1046.86,payment,False,2025-01-26
599,60,544.64,deposit,False,2024-02-15
600,368,780.32,transfer,False,2023-11-22
601,43,1469.77,deposit,False,2024-12-26
602,93,2140.66,payment,False,2024-04-26
603,226,1754.61,deposit,False,2024-11-16
604,424,1357.99,deposit,False,2025-09-30
605,480,1505.09,payment,False,2024-10-07
606,469,1321.12,transfer,False,2024-09-27
607,286,2429.1,payment,False,2022-11-19
608,63,2040.41,payment,False,2022-11-12
609,280,1953.41,payment,False,2024-07-12
610,428,1293.81,payment,False,2022-11-22
611,14,830.19,payment,False,2025-03-16
612,28,49.77,transfer,False,2024-07-14
613,142,109.53,withdrawal,False,2024-11-24
614,440,76.56,withdrawal,False,2025-09-30
615,108,2451.21,payment,False,2025-07-19
616,290,287.09,payment,False,2023-09-08
617,78,356.16,payment,False,2024-01-06
618,247,1210.89,payment,False,2024-10-12
619,473,1204.02,withdrawal,False,2024-11-24
620,12,2300.01,payment,False,2025-01-22
621,184,184.76,payment,False,2025-08-04
622,317,2393.14,deposit,False,2024-08-11
623,361,541.76,payment,False,2025-08-26
624,445,2425.41,payment,False,2024-07-06
625,296,1353.77,transfer,False,2025-03-30
626,404,1630.38,transfer,True,2025-09-05
627,240,790.01,payment,False,2023-01-14
628,426,1529.95,payment,False,2024-07-23
629,263,1777.36,payment,False,2025-09-30
630,335,26.92,payment,False,2023-08-10
631,377,86.54,payment,False,2023-06-24
632,73,2466.21,payment,False,2024-04-05
633,68,1144.44,withdrawal,False,2025-01-07
634,287,2339.61,payment,False,2025-04-15
635,471,1825.01,transfer,True,2025-04-27
636,326,933.05,payment,False,2022-09-16
637,220,377.95,withdrawal,False,2025-09-30
638,460,2445.4,withdrawal,False,2023-05-28
639,47,1461.66,transfer,False,2024-08-16
640,435,481.7,transfer,False,2025-09-30
641,58,1704.45,withdrawal,False,2023-11-02
642,406,231.03,withdrawal,False,2024-11-03
643,24,2170.23,withdrawal,False,2025-07-23
644,290,226.25,payment,False,2023-05-31
645,319,591.25,payment,False,2023-12-19
646,444,229.49,payment,False,2024-11-08
647,403,260.36,withdrawal,False,2025-09-30
648,24,1310.06,payment,False,2025-09-30
649,64,1717.79,payment,False,2023-09-10
650,255,1971.42,payment,False,2025-09-30
651,148,1737.94,payment,False,2025-09-26
652,116,909.36,deposit,False,2024-03-31
653,98,1393.66,payment,False,2023-09-16
654,239,2319.23,deposit,False,2022-09-17
