loan_id,customer_id,loan_amount,loan_type,approved,application_date
59,403,10331,personal,True,2024-10-18
60,303,20360,personal,True,2024-01-07
61,166,11340,personal,True,2024-06-23
62,249,36863,auto,False,2024-08-16
63,394,15436,business,False,2024-04-21
64,266,41101,auto,False,2023-11-26
65,355,43543,auto,False,2023-01-09
66,41,17923,personal,True,2023-06-11
67,55,39617,auto,True,2024-02-08
68,229,14305,auto,True,2025-01-04
69,224,11413,personal,True,2024-10-04
70,248,32100,auto,True,2024-10-02
71,374,24971,personal,False,2023-11-02
72,199,9678,auto,True,2024-10-09
73,115,43930,auto,True,2025-03-08
74,253,17843,auto,False,2023-04-07
75,202,2752,business,False,2024-05-04
76,43,37520,business,True,2024-06-04
77,166,22418,home,True,2023-10-05
78,155,21810,home,True,2024-05-16
79,288,798,personal,False,2024-05-10
80,115,16902,personal,True,2024-05-01
81,327,42982,personal,False,2023-11-19
82,176,25775,personal,False,2023-07-28
83,282,31523,personal,False,2023-01-09
84,470,23323,home,False,2023-10-30
85,58,16149,auto,True,2023-10-19
86,332,32609,auto,False,2024-10-20
87,408,18036,personal,False,2023-12-20
88,182,1798,auto,True,2023-01-02
89,114,32500,home,True,2024-04-19
90,174,17259,personal,True,2024-11-03
91,442,23243,business,False,2024-05-22
92,477,1882,personal,False,2023-03-05
93,256,6100,business,False,2025-02-05
94,416,9999,personal,True,2024-02-14
95,400,44638,auto,True,2024-09-22
96,90,47392,business,True,2023-04-21
97,454,41942,auto,True,2024-02-22
98,449,26123,auto,True,2024-12-03
99,141,16091,auto,True,2023-07-27
100,358,5663,personal,True,2024-12-26
101,6,9610,personal,True,2023-04-02
102,230,29159,personal,True,2023-03-19
103,396,10882,personal,True,2024-06-01
104,393,41363,business,True,2023-02-15
105,340,49354,home,False,2025-02-26
106,315,46791,personal,True,2024-09-16
107,487,6418,home,False,2024-06-11
108,219,47406,personal,True,2023-09-08
109,67,2234,personal,True,2024-03-29
110,152,2036,home,False,2024-03-31
111,271,10241,personal,True,2025-02-03
112,226,1745,personal,False,2023-09-07
113,63,35801,auto,True,2024-07-13
114,306,36794,business,True,2024-09-16
115,352,9823,auto,False,2025-02-10
116,21,13157,personal,False,2023-06-25
117,1,15465,personal,True,2024-09-01
118,255,28035,auto,False,2024-12-07
119,225,16368,auto,True,2024-02-16
120,126,18657,home,True,2024-02-18
121,267,45909,business,False,2023-10-12
122,451,25841,home,True,2024-10-22
123,406,44464,auto,True,2024-04-19
124,202,18464,personal,False,2023-11-02
125,108,43121,auto,False,2024-05-29
126,358,10362,auto,True,2024-03-24
127,88,16172,personal,False,2025-03-01
128,391,8678,auto,False,2025-02-11
129,369,1587,personal,True,2023-08-11
130,177,15093,home,False,2023-10-08
131,356,30512,personal,True,2025-01-16
132,129,3989,home,True,2024-07-30
133,321,23044,personal,False,2023-07-26
134,447,13069,home,False,2024-12-28
135,320,8511,personal,True,2024-01-14
136,410,35868,home,True,2024-04-26
137,273,2989,personal,True,2024-09-14
138,139,39777,personal,True,2023-10-01
139,451,47958,personal,False,2023-10-08
140,125,44841,auto,False,2023-12-22
141,10,46553,home,False,2024-01-20
142,66,8530,home,True,2023-05-17
143,288,26560,personal,True,2023-06-18
144,16,40525,personal,False,2023-10-05
145,368,24201,home,True,2023-08-18
146,251,45115,auto,True,2024-05-08
147,282,24923,personal,False,2023-07-13
148,360,34746,personal,False,2024-05-03
149,231,37752,auto,True,2024-11-15
150,330,34599,personal,True,2023-10-03
151,253,34548,auto,True,2023-08-03
152,440,32800,auto,True,2024-10-13
153,100,35689,personal,True,2023-07-21
154,94,12315,auto,False,2024-07-29
155,393,35507,home,False,2024-11-02
156,5,18289,personal,True,2023-03-03
157,7,43347,personal,True,2023-05-13
158,484,32464,auto,False,2023-04-30
159,65,23249,personal,False,2023-06-06
160,219,8584,home,False,2023-10-16
161,268,9242,business,False,2023-12-22
162,208,6627,business,True,2023-01-13
163,176,29727,personal,False,2024-04-03
164,200,4574,auto,True,2024-02-16
165,281,44826,home,False,2024-05-16
166,397,22663,personal,False,2024-05-21
167,425,6153,personal,True,2025-01-09
168,10,21136,personal,True,2023-10-01
169,254,6433,home,True,2023-08-19
170,168,47031,auto,True,2024-07-31
171,289,31222,auto,False,2023-08-16
172,419,25276,auto,True,2024-03-05
173,421,24440,auto,True,2023-05-25
174,103,4395,personal,False,2023-06-10
175,476,26422,auto,True,2023-10-16
176,16,4940,auto,False,2023-12-18
177,328,2963,auto,True,2023-03-25
178,33,19028,auto,True,2024-06-17
179,437,9312,auto,False,2023-05-05
180,35,40151,business,True,2023-06-30
181,183,2277,personal,True,2024-05-07
182,102,37148,auto,True,2024-03-05
183,332,46938,home,False,2023-02-13
184,79,46434,home,True,2024-01-05
185,17,18016,auto,True,2025-03-06
186,283,32693,personal,False,2024-02-23
187,370,48126,personal,False,2025-02-15
188,21,17838,personal,False,2023-12-29
189,405,47698,personal,True,2023-10-05
190,17,17015,auto,True,2024-03-20
191,411,1104,home,False,2023-08-05
192,76,37929,auto,True,2023-03-26
193,432,24293,personal,True,2025-03-03
194,44,18284,personal,False,2024-05-03
195,420,11958,auto,False,2023-12-03
196,28,45813,auto,True,2023-03-20
197,25,29015,home,True,2024-06-02
198,201,44353,business,True,2025-01-05
199,303,6947,home,False,2024-03-31
200,101,3048,personal,False,2024-12-07
201,279,48183,auto,True,2023-10-16
202,75,12575,personal,True,2024-04-28
203,306,22643,personal,True,2023-12-22
204,65,35153,personal,False,2023-03-22
205,255,838,personal,False,2023-05-02
206,272,27142,personal,True,2024-07-23
207,124,6303,home,False,2024-09-24
208,50,7058,personal,True,2024-05-16
209,13,1410,home,True,2023-02-17
210,468,47670,business,True,2024-09-28
211,336,13510,business,False,2024-10-26
212,246,25929,business,True,2024-02-13
213,208,21154,auto,True,2023-01-13
214,35,24903,personal,True,2025-02-18
215,114,6000,auto,True,2023-08-12
216,32,29162,home,True,2023-08-15
217,253,37882,home,True,2023-12-30
218,343,34164,business,False,2023-07-10
219,248,8924,auto,True,2025-01-31
220,409,36026,auto,True,2024-12-02
221,427,31960,business,True,2024-04-12
222,156,42284,business,False,2023-01-28
223,365,12348,personal,True,2024-03-14
224,322,33965,auto,True,2023-08-11
225,451,49422,home,False,2024-12-15
226,351,17945,personal,False,2023-02-11
227,353,33515,home,False,2023-07-08
228,417,43466,personal,True,2024-08-14
229,303,35187,personal,True,2023-02-07
230,118,2111,personal,False,2023-12-03
231,35,25216,auto,False,2023-04-19
232,356,37460,personal,False,2024-09-17
233,320,36931,personal,True,2023-12-30
234,218,12019,business,False,2023-05-13
235,268,1877,personal,False,2023-12-06
236,376,14813,personal,True,2024-11-18
237,181,24039,home,True,2024-05-24
238,44,23502,personal,False,2023-06-12
239,174,36131,home,True,2023-10-31
240,267,10242,personal,True,2025-01-16
241,198,14678,home,True,2025-02-20
242,345,25883,auto,False,2023-02-23
243,302,12131,business,False,2023-06-03
244,443,21514,personal,True,2024-01-09
245,315,2812,personal,False,2024-03-02
246,418,8996,business,True,2025-01-19
247,99,5379,auto,False,2023-02-11
248,405,18195,home,True,2024-12-28
249,210,11532,personal,False,2024-08-29
250,200,45393,auto,True,2024-10-19
251,482,41110,personal,True,2024-09-06
252,308,8827,personal,True,2024-09-28
253,304,7131,auto,True,2023-12-08
254,334,29346,business,False,2024-10-22
255,147,31849,personal,True,2023-06-11
256,212,19916,personal,True,2023-08-05
257,388,31557,personal,False,2023-02-09
258,358,19290,home,True,2024-09-22
259,32,36333,auto,False,2024-09-14
260,346,24503,personal,False,2025-03-08
261,156,48258,home,True,2024-12-10
262,76,31474,personal,True,2024-09-20
263,442,44627,personal,True,2024-05-07
264,202,8386,personal,False,2023-01-25
265,425,46927,personal,True,2023-10-12
266,227,28746,personal,True,2023-03-08
267,289,41590,personal,False,2024-11-27
268,142,33894,auto,True,2023-10-30
269,104,17171,personal,True,2024-04-22
270,215,6386,personal,False,2023-08-04
271,466,19591,personal,False,2023-04-15
272,309,2603,personal,True,2024-10-18
273,108,35649,personal,True,2024-03-08
274,460,34902,personal,True,2024-09-12
275,298,47451,business,True,2023-02-19
276,292,15645,auto,True,2023-07-31
277,25,15676,home,False,2024-08-24
278,436,26671,home,False,2024-01-24
279,229,11947,auto,True,2023-09-26
280,424,25762,auto,False,2023-07-10
281,115,27787,auto,True,2023-10-22
282,342,13596,auto,True,2024-03-04
283,454,12791,business,True,2023-01-17
284,208,11174,personal,True,2023-08-20
285,190,30155,personal,True,2024-03-18
286,215,46337,personal,False,2023-12-21
287,9,20946,home,True,2024-08-14
288,107,38781,personal,True,2024-07-24
289,227,41300,business,True,2023-12-18
290,221,22167,personal,False,2024-04-25
291,206,1901,personal,True,2024-01-13
292,325,7244,personal,True,2024-01-27
293,405,27951,auto,True,2023-01-30
294,181,11919,home,True,2023-05-11
295,326,36838,personal,True,2024-02-05
296,129,46588,auto,True,2023-05-03
297,287,23179,personal,False,2023-02-20
298,173,42119,auto,False,2024-08-14
299,489,17848,auto,True,2025-02-01
300,156,27150,home,True,2023-07-11
301,384,42072,home,True,2023-03-15
302,387,16795,personal,False,2024-01-14
303,102,7866,personal,True,2024-05-17
304,116,19014,home,True,2024-04-16
305,471,40489,personal,True,2023-04-21
306,168,47433,personal,True,2024-12-11
307,4,16453,personal,True,2024-01-03
308,198,44674,personal,True,2023-06-26
309,204,42736,auto,True,2023-01-20
310,396,27220,personal,True,2023-07-24
311,378,38234,business,True,2024-06-24
312,62,20390,auto,True,2024-06-05
313,71,47032,auto,True,2023-01-09
314,92,8219,personal,True,2024-07-28
315,474,41688,personal,True,2023-02-02
316,176,17902,auto,True,2023-06-01
317,391,9912,auto,False,2023-03-21
318,185,32728,auto,True,2024-06-27
319,56,3379,personal,False,2024-05-30
320,67,47482,auto,False,2024-12-02
321,397,39925,auto,True,2023-05-06
322,436,36625,auto,False,2024-05-22
323,63,48062,auto,True,2024-01-10
324,41,32807,business,True,2024-06-17
325,459,16728,auto,False,2023-05-31
326,231,6234,personal,True,2023-08-06
327,151,44564,auto,False,2023-10-09
328,175,46332,auto,True,2023-11-01
329,321,34814,personal,False,2024-11-14
330,226,14191,personal,True,2025-01-20
331,415,2111,auto,True,2024-10-23
332,97,4477,auto,True,2024-09-11
333,495,38375,home,False,2023-07-14
334,228,31316,home,True,2024-03-01
335,36,29676,personal,True,2024-07-17
336,14,37880,auto,True,2024-10-15
337,165,24546,auto,True,2023-03-05
338,416,43787,personal,True,2023-06-22
339,181,21395,personal,True,2024-12-04
340,412,14825,personal,True,2024-10-31
341,193,32349,personal,False,2024-02-01
342,303,33823,home,True,2024-10-27
343,199,25281,personal,True,2025-01-13
344,336,14726,personal,True,2023-06-09
345,246,42461,personal,False,2024-03-05
346,416,20747,auto,True,2023-02-20
347,408,17001,personal,True,2023-08-03
348,14,37119,personal,True,2024-09-11
349,431,37029,personal,False,2024-12-16
350,79,11592,personal,False,2024-12-27
351,372,22374,personal,False,2024-06-23
352,1,39639,home,True,2023-10-02
353,476,14092,personal,False,2024-11-18
354,275,27777,personal,True,2024-08-06
355,377,38971,personal,True,2023-12-28
356,314,42508,home,True,2024-02-04
357,135,30382,personal,True,2024-08-05
358,466,31831,business,True,2025-03-05
359,495,3500,home,False,2024-07-16
360,333,40690,personal,False,2023-03-25
361,115,6015,auto,True,2024-07-19
362,64,43647,auto,True,2024-09-26
363,274,42565,auto,False,2023-08-15
364,447,13219,auto,True,2023-01-17
365,196,25606,auto,False,2023-08-08
366,306,29539,personal,False,2024-08-06
367,324,5362,auto,True,2024-03-27
368,91,43560,auto,True,2024-09-17
369,272,29718,personal,True,2024-04-14
370,398,13454,business,False,2023-12-17
371,446,45110,personal,False,2024-10-02
372,78,35264,business,True,2023-04-15
373,391,34342,auto,True,2023-09-27
374,237,24412,auto,True,2023-03-05
375,312,28038,home,False,2023-06-01
376,14,47646,home,True,2024-03-14
377,170,31746,personal,True,2025-01-08
378,109,44163,auto,False,2024-05-03
379,326,34134,personal,False,2023-07-19
380,318,4282,personal,True,2024-08-03
381,43,43592,business,True,2023-02-01
382,313,26268,personal,False,2023-01-01
383,358,20905,personal,True,2024-12-06
384,475,14516,auto,True,2025-01-15
385,75,10769,personal,True,2024-12-16
386,415,9862,personal,False,2024-08-08
387,307,37451,auto,False,2023-06-01
388,241,40737,auto,False,2023-12-27
389,323,13615,personal,True,2024-01-05
390,385,17474,auto,True,2024-10-20
391,80,49366,business,True,2024-07-16
392,172,7691,business,True,2023-09-15
393,475,2724,auto,True,2024-06-05
394,494,24238,personal,False,2023-04-13
395,434,5833,personal,True,2024-10-07
396,316,48291,home,True,2023-07-09
397,259,39401,personal,True,2024-07-31
398,328,27715,business,True,2023-09-21
399,114,44728,personal,True,2023-07-06
400,336,5404,home,True,2024-10-09
401,111,5398,personal,True,2024-08-29
402,310,26280,personal,True,2024-11-29
403,2,31273,auto,True,2024-05-19
404,29,35751,home,True,2025-01-13
405,272,20485,auto,True,2024-01-13
406,247,12552,personal,True,2023-12-11
407,221,36595,home,True,2023-07-25
408,95,10548,auto,False,2023-08-21
409,234,35268,personal,True,2023-03-04
410,315,5072,personal,True,2024-01-04
411,395,31943,auto,True,2025-02-18
412,243,7396,personal,True,2023-12-06
413,480,5733,home,True,2024-07-21
414,24,13144,personal,True,2024-07-14
415,339,31642,auto,True,2024-06-22
416,160,2864,personal,False,2023-03-23
417,330,25007,auto,False,2025-01-11
418,182,39096,personal,False,2024-07-01
419,241,1710,personal,True,2025-01-01
420,184,16125,personal,True,2024-04-12
421,352,7346,personal,True,2024-01-09
422,343,44473,personal,True,2023-08-22
423,353,18682,personal,True,2023-06-06
424,350,33814,personal,True,2023-03-20
425,94,13646,personal,True,2023-10-24
426,327,8733,business,True,2023-08-24
427,208,2248,personal,True,2024-06-23
428,427,13899,personal,False,2023-07-11
429,53,44686,personal,False,2024-10-25
430,370,7413,auto,True,2024-09-04
431,385,34828,auto,True,2025-02-28
432,94,4277,personal,False,2023-02-16
433,98,23086,personal,False,2024-06-12
434,445,30661,auto,True,2024-02-19
435,118,24669,business,True,2023-12-11
436,290,41124,home,False,2024-06-07
437,317,12983,personal,True,2023-10-03
438,358,40287,auto,False,2024-02-07
439,61,18651,personal,False,2023-09-18
440,479,34588,auto,False,2023-09-11
441,252,29606,personal,True,2023-01-15
442,248,43215,personal,True,2024-06-20
443,264,15697,auto,True,2023-06-12
444,54,45323,auto,True,2023-04-18
445,181,46403,auto,True,2023-03-04
446,148,46036,personal,False,2023-08-31
447,46,22792,auto,True,2023-10-30
448,118,33066,home,True,2023-04-26
449,93,37960,personal,True,2023-11-16
450,31,4310,personal,True,2023-01-22
451,213,22985,home,False,2024-04-08
452,154,1326,personal,False,2024-04-07
453,479,20887,auto,False,2024-05-04
454,447,31037,auto,True,2024-09-09
455,404,8981,business,True,2023-12-02
456,278,25639,business,False,2024-01-18
457,313,21481,personal,True,2023-05-10
458,441,8176,personal,True,2023-05-06
459,104,31609,personal,False,2024-01-05
460,154,9345,personal,True,2025-01-09
461,273,3630,personal,True,2024-01-06
462,345,1580,home,True,2024-02-13
463,357,26731,home,False,2023-09-18
464,155,36376,home,True,2023-01-28
465,323,41926,personal,True,2024-03-25
466,56,21779,home,True,2024-06-10
467,280,14536,auto,True,2023-07-02
468,25,36802,personal,True,2024-01-11
469,370,48964,personal,True,2023-07-29
470,266,24752,home,True,2024-06-09
471,292,2527,personal,True,2023-02-01
472,234,20576,business,True,2023-02-13
473,210,32295,auto,True,2024-03-29
474,125,44875,personal,True,2023-12-14
475,173,43427,personal,False,2023-04-26
476,118,35928,personal,True,2024-09-26
477,401,31633,auto,True,2024-01-07
478,462,47919,auto,True,2024-04-10
479,314,23173,auto,True,2024-03-17
480,83,49003,auto,False,2024-09-05
481,82,14799,home,False,2023-01-04
482,23,19136,personal,True,2024-01-06
483,136,24409,auto,True,2024-12-02
484,306,40035,auto,True,2024-03-19
485,400,12827,personal,True,2024-12-15
486,89,48819,business,False,2023-08-26
487,299,26698,auto,True,2023-02-28
488,352,33623,personal,True,2023-11-27
489,369,3239,home,False,2024-10-18
490,370,43075,business,False,2024-05-30
491,211,28666,home,False,2025-02-10
492,82,14890,personal,True,2024-01-31
493,96,37198,business,True,2025-01-22
494,46,24532,personal,True,2023-10-30
495,433,38034,auto,True,2024-04-25
496,360,5758,personal,True,2023-08-17
497,271,21380,personal,False,2023-05-20
498,49,13017,business,True,2023-02-23
499,149,45622,home,True,2024-03-17
500,75,30293,home,False,2024-07-28
501,221,6757,personal,True,2023-05-23
502,224,31635,business,True,2024-07-21
503,6,24971,personal,True,2024-08-07
504,55,39371,personal,False,2023-04-07
505,339,43142,auto,False,2024-08-14
506,464,31144,personal,False,2025-03-09
507,332,40456,personal,False,2023-09-28
508,15,42979,business,True,2023-05-10
509,11,4810,auto,True,2024-06-08
510,383,35805,business,False,2025-01-29
511,167,21882,auto,False,2024-05-31
512,376,9031,personal,True,2024-02-21
513,74,8803,personal,True,2024-06-27
514,307,30173,business,True,2023-06-30
515,165,30273,personal,False,2024-09-09
516,433,4681,auto,True,2023-08-25
517,185,983,personal,False,2024-05-26
518,88,13261,auto,False,2024-06-16
519,243,48703,personal,False,2024-03-13
520,356,25956,personal,True,2023-08-13
521,65,40795,auto,False,2023-07-22
522,494,14135,personal,True,2023-02-10
523,273,17051,auto,True,2024-11-03
524,191,40718,home,True,2025-01-13
525,142,23932,auto,True,2023-05-16
526,38,24912,personal,True,2024-04-28
527,374,3791,auto,True,2023-02-02
528,153,46851,business,False,2023-01-29
529,380,2235,auto,True,2023-12-17
530,37,13154,auto,False,2023-02-26
531,227,7780,home,True,2023-11-24
532,342,10240,home,True,2024-03-20
533,440,39361,personal,True,2024-04-15
534,252,29743,business,True,2024-01-05
535,367,49327,personal,True,2024-11-22
536,135,44412,business,True,2024-01-06
537,11,48552,personal,True,2024-09-29
538,202,1387,personal,True,2024-09-27
539,334,23391,home,True,2024-01-07
540,419,10003,personal,True,2024-05-04
541,238,20937,personal,False,2023-09-10
542,369,36394,auto,True,2024-04-30
543,420,12006,auto,True,2023-09-15
544,454,4764,personal,True,2024-03-14
545,308,2317,personal,False,2024-08-24
546,69,36448,personal,True,2023-01-18
547,170,30533,personal,True,2023-08-07
548,71,39447,auto,True,2024-05-26
549,271,23751,personal,True,2023-06-27
550,149,4436,personal,True,2023-07-28
551,82,14151,auto,True,2024-06-10
552,1,15990,home,False,2023-08-23
553,452,39470,auto,True,2023-05-15
554,395,28821,personal,True,2023-07-28
555,10,28921,auto,True,2023-07-30
556,429,20626,home,False,2024-10-28
557,440,43222,auto,True,2024-07-05
558,147,37164,personal,True,2023-09-30
559,374,27452,business,True,2023-06-09
560,298,11297,auto,True,2023-05-24
561,94,5987,home,False,2024-12-03
562,370,21966,auto,True,2024-05-22
563,297,41803,personal,True,2025-01-03
564,382,24363,personal,True,2023-11-30
565,233,39333,auto,False,2024-05-16
566,148,25710,personal,True,2024-03-19
567,124,34505,personal,True,2025-01-23
568,411,21261,personal,True,2023-03-27
569,268,48677,home,True,2023-06-29
570,248,35445,home,True,2023-03-21
571,462,22365,personal,True,2024-07-14
572,382,23290,auto,True,2023-06-03
573,98,22158,personal,True,2023-06-28
574,448,14147,auto,False,2023-10-26
575,106,18212,personal,True,2023-11-22
576,370,27169,auto,False,2025-01-24
577,166,9928,personal,True,2023-01-09
578,450,1933,personal,True,2024-03-03
579,113,29163,personal,True,2023-07-11
580,58,43461,personal,True,2023-03-31
581,480,2356,business,True,2023-01-02
582,466,7361,personal,True,2024-02-24
583,370,46297,personal,False,2023-01-03
584,469,43330,personal,True,2024-02-09
585,366,30515,personal,True,2024-05-06
586,246,38231,auto,False,2024-12-07
587,267,18379,personal,True,2023-09-22
588,414,11567,personal,False,2025-02-18
589,448,25164,personal,True,2023-08-31
590,383,18812,personal,True,2024-11-07
591,339,11928,personal,False,2024-12-25
592,176,30622,home,True,2023-12-26
593,296,24608,personal,True,2023-07-14
594,114,18751,auto,False,2024-05-13
595,94,49102,home,False,2024-07-21
596,250,41402,personal,False,2024-09-08
597,355,45455,auto,True,2023-08-01
598,68,15527,auto,False,2023-06-03
599,149,46527,auto,True,2024-12-28
600,5,13405,home,False,2023-02-15
601,246,26518,personal,True,2023-06-30
602,164,22413,personal,True,2024-07-25
603,250,47239,auto,False,2025-01-25
604,475,38348,personal,False,2023-08-14
605,135,20657,personal,False,2023-02-01
606,381,17352,home,True,2023-12-13
607,444,29007,auto,True,2024-03-21
608,184,41896,personal,False,2023-06-24
609,287,41433,personal,True,2024-08-28
610,212,30225,personal,False,2023-05-10
611,25,26031,personal,False,2024-10-24
612,358,2185,home,False,2023-10-24
613,184,49936,business,True,2023-09-09
614,217,38200,auto,False,2024-03-27
615,337,19368,personal,True,2024-02-25
616,494,34430,home,False,2024-10-12
617,485,15501,home,True,2024-04-28
618,335,29830,business,True,2025-02-21
619,375,42897,auto,True,2023-12-23
620,458,34839,auto,False,2024-09-15
621,162,24747,auto,False,2023-06-07
622,172,13564,personal,True,2024-07-22
623,363,48133,auto,False,2024-12-02
624,7,14972,auto,False,2024-06-28
625,103,33657,auto,True,2023-01-01
626,307,43705,auto,True,2024-10-04
627,153,33824,auto,True,2023-01-09
628,487,7049,auto,False,2024-05-23
629,238,35268,personal,False,2024-06-27
630,492,24642,home,True,2024-08-11
631,412,19388,auto,True,2023-04-05
632,170,4025,auto,True,2024-11-27
633,411,42570,personal,True,2023-10-04
634,421,6642,business,True,2024-06-18
635,311,38596,auto,True,2023-04-27
636,487,13011,auto,True,2024-03-31
637,294,34544,business,True,2023-12-26
638,56,7827,business,True,2023-01-30
639,92,10092,auto,True,2023-11-21
640,162,6787,personal,True,2023-03-15
641,157,37493,business,False,2024-02-23
642,493,47030,business,True,2025-01-11
643,176,32284,personal,True,2023-09-20
644,72,39078,personal,True,2024-03-21
645,77,16292,auto,True,2024-07-04
646,46,10148,personal,True,2024-02-08
647,293,29710,personal,True,2023-04-14
648,247,18236,auto,True,2024-03-15
649,3,42391,business,True,2024-12-06
650,334,43344,personal,True,2023-05-23
651,224,36215,business,False,2024-12-14
652,471,21064,home,True,2023-07-26
653,249,38232,home,False,2024-06-29
654,215,39413,personal,True,2023-09-18
655,77,45762,personal,True,2023-03-24
656,497,9103,personal,True,2023-09-20
657,489,15436,business,True,2025-01-19
658,231,29069,auto,True,2023-06-21
659,50,17004,personal,True,2024-11-28
660,149,18364,personal,False,2023-12-28
661,107,14353,personal,False,2023-02-11
662,432,41468,business,True,2025-01-09
663,186,41076,auto,True,2023-10-01
664,287,21291,auto,True,2025-02-12
665,498,17383,personal,True,2024-05-14
666,7,39297,home,True,2023-05-12
667,313,44157,auto,True,2024-03-28
668,292,37508,business,False,2024-02-29
669,467,37764,personal,True,2024-08-31
670,342,3474,auto,True,2023-02-22
671,280,22564,personal,False,2025-02-27
672,24,1254,personal,True,2024-02-01
673,312,32845,personal,False,2023-07-13
674,213,43607,personal,False,2024-02-03
675,189,22206,personal,True,2024-04-08
676,491,32451,auto,True,2023-12-21
677,77,27728,personal,False,2023-06-22
678,124,15584,personal,True,2023-12-06
679,454,46341,personal,True,2023-07-12
680,284,39358,auto,True,2024-03-05
681,160,19198,personal,True,2024-01-22
682,333,41148,auto,True,2024-10-18
683,482,46061,personal,True,2024-10-18
684,224,45516,personal,True,2024-04-12
685,246,19181,auto,True,2025-02-26
686,78,5034,personal,True,2025-02-10
687,96,36947,business,True,2023-11-27
688,45,19427,business,True,2024-06-10
689,69,21595,auto,True,2024-03-04
690,99,24012,personal,False,2025-03-05
691,376,39383,auto,True,2023-08-04
692,68,41596,auto,True,2023-10-03
693,78,45728,personal,True,2023-04-18
694,146,35317,personal,True,2023-09-13
695,75,38506,personal,False,2023-03-20
696,339,34124,personal,True,2024-01-25
697,2,3337,auto,True,2024-06-13
698,482,32620,home,False,2023-12-08
699,387,32184,personal,False,2023-11-01
700,157,33188,personal,True,2024-12-25
701,87,25224,personal,False,2023-07-28
702,250,40253,personal,False,2023-01-11
703,48,35534,personal,False,2023-05-26
704,254,33233,personal,True,2023-02-04
705,65,23210,personal,False,2024-07-20
706,42,9261,auto,True,2023-12-17
707,134,17081,auto,True,2024-06-23
708,315,3945,business,True,2024-11-06
709,81,43965,auto,True,2023-04-19
710,19,11448,personal,True,2023-01-24
711,364,46808,home,True,2024-11-03
712,180,23387,personal,True,2024-05-13
713,317,24149,auto,True,2024-01-07
714,496,24355,personal,False,2023-06-14
715,120,9403,personal,False,2024-02-01
716,386,30216,personal,True,2023-09-29
717,335,9618,personal,False,2024-09-15
718,407,29450,personal,True,2024-03-02
719,19,16830,personal,True,2023-03-14
720,353,47182,home,True,2023-02-19
721,70,6003,personal,True,2024-09-14
722,434,2852,personal,True,2024-06-08
723,189,19659,home,True,2023-03-12
724,403,42451,personal,True,2024-05-06
725,94,36694,home,True,2024-04-18
726,150,8816,home,True,2023-07-20
727,387,45986,business,False,2023-01-24
728,124,17744,personal,True,2024-04-13
729,133,42167,personal,True,2024-03-12
730,222,1814,auto,False,2023-08-02
731,67,5054,personal,False,2023-10-22
732,444,34325,personal,False,2023-05-27
733,295,40154,personal,True,2024-01-17
734,231,41389,auto,False,2024-11-16
735,156,16705,personal,True,2024-03-04
736,385,26436,auto,False,2024-02-20
737,150,16029,personal,False,2023-01-05
738,109,42629,auto,True,2024-01-25
739,429,8385,personal,True,2023-01-07
740,495,34841,personal,True,2024-12-23
741,307,9011,personal,True,2025-02-21
742,103,41830,personal,True,2024-05-04
743,81,7677,personal,True,2023-11-25
